weight_decay,step,frozen_frac,loss
0.01,167,0.4456635318704284,14.0
0.01,168,0.4440961337513062,14.5
0.01,169,0.44148380355276906,14.875
0.01,170,0.44043887147335425,14.3125
0.01,171,0.4393939393939394,14.3125
0.01,172,0.4378265412748171,14.4375
0.01,173,0.4341692789968652,14.1875
0.01,174,0.4315569487983281,14.0
0.01,175,0.43051201671891326,13.875
0.01,176,0.42946708463949845,14.0
0.01,177,0.42946708463949845,14.4375
0.01,178,0.428944618599791,14.125
0.01,179,0.4278996865203762,14.5625
0.01,180,0.4268547544409613,14.125
0.01,181,0.42476489028213166,14.9375
0.01,182,0.4231974921630094,14.375
0.01,183,0.4231974921630094,14.4375
0.01,184,0.422675026123302,14.1875
0.01,185,0.4200626959247649,13.9375
0.01,186,0.41954022988505746,13.6875
0.01,187,0.4179728317659352,13.875
0.01,188,0.4179728317659352,13.5625
0.01,189,0.4179728317659352,14.0
0.01,190,0.4179728317659352,13.3125
0.01,191,0.4158829676071055,13.5
0.01,192,0.41431556948798326,13.1875
0.01,193,0.4122257053291536,13.625
0.01,194,0.4111807732497388,13.625
0.01,195,0.4096133751306165,13.1875
0.01,196,0.4096133751306165,14.0
0.01,197,0.4096133751306165,13.9375
0.01,198,0.40856844305120166,13.8125
0.01,199,0.40804597701149425,13.5625
0.01,200,0.40804597701149425,13.5
0.01,201,0.4070010449320794,13.5625
0.01,202,0.4070010449320794,13.625
0.01,203,0.4059561128526646,13.25
0.01,204,0.4049111807732497,13.8125
0.01,205,0.4049111807732497,13.625
0.01,206,0.4043887147335423,13.625
0.01,207,0.4038662486938349,13.0
0.01,208,0.4038662486938349,13.0625
0.01,209,0.40177638453500525,13.375
0.01,210,0.4007314524555904,12.6875
0.01,211,0.3986415882967607,13.0
0.01,212,0.3986415882967607,12.75
0.01,213,0.39759665621734586,13.0
0.01,214,0.39759665621734586,12.9375
0.01,215,0.3955067920585162,13.375
0.01,216,0.3944618599791014,13.625
0.01,217,0.3944618599791014,12.625
0.01,218,0.39184952978056425,12.875
0.01,219,0.3897596656217346,13.1875
0.01,220,0.3892371995820272,13.625
0.01,221,0.3876698014629049,12.5625
0.01,222,0.384012539184953,12.875
0.01,223,0.3834900731452456,12.5625
0.01,224,0.3819226750261233,12.8125
0.01,225,0.38140020898641586,13.3125
0.01,226,0.3793103448275862,12.625
0.01,227,0.3766980146290491,12.6875
0.01,228,0.3766980146290491,12.4375
0.01,229,0.37460815047021945,12.625
0.01,230,0.3735632183908046,12.75
0.01,231,0.3730407523510972,12.375
0.01,232,0.3719958202716823,13.125
0.01,233,0.3704284221525601,13.0625
0.01,234,0.36886102403343785,12.4375
0.01,235,0.367816091954023,12.8125
0.01,236,0.3657262277951933,12.375
0.01,237,0.36363636363636365,12.9375
0.01,238,0.3625914315569488,13.3125
0.01,239,0.36311389759665624,12.25
0.01,240,0.36311389759665624,12.625
0.01,241,0.3620689655172414,13.125
0.01,242,0.3605015673981191,12.25
0.01,243,0.3599791013584117,12.8125
0.01,244,0.35841170323928945,12.1875
0.01,245,0.35788923719958204,13.0625
0.01,246,0.35788923719958204,12.8125
0.01,247,0.3573667711598746,12.3125
0.01,248,0.3568443051201672,12.5625
0.01,249,0.3568443051201672,12.375
0.01,250,0.3547544409613375,12.375
0.01,251,0.3542319749216301,12.4375
0.01,252,0.35266457680250785,12.5625
0.01,253,0.35214211076280044,12.25
0.01,254,0.351619644723093,12.625
0.01,255,0.3510971786833856,11.5625
0.01,256,0.3495297805642633,12.1875
0.01,257,0.3495297805642633,11.8125
0.01,258,0.3495297805642633,12.625
0.01,259,0.3500522466039707,12.125
0.01,260,0.3495297805642633,12.25
0.01,261,0.3495297805642633,11.625
0.01,262,0.3484848484848485,12.125
0.01,263,0.34796238244514105,11.5
0.01,264,0.3463949843260188,12.0625
0.01,265,0.3463949843260188,12.0625
0.01,266,0.3463949843260188,12.125
0.01,267,0.3443051201671891,12.25
0.01,268,0.3437826541274817,11.9375
0.01,269,0.34273772204806685,12.5625
0.01,270,0.34273772204806685,12.125
0.01,271,0.34221525600835945,11.8125
0.01,272,0.3401253918495298,12.375
0.01,273,0.3385579937304075,11.5
0.01,274,0.3380355276907001,11.375
0.01,275,0.33699059561128525,12.375
0.01,276,0.3375130616509927,12.0
0.01,277,0.33646812957157785,12.0
0.01,278,0.3349007314524556,11.625
0.01,279,0.3338557993730408,12.0625
0.01,280,0.3343782654127482,11.5
0.01,281,0.3333333333333333,12.1875
0.01,282,0.3333333333333333,11.625
0.01,283,0.3328108672936259,11.75
0.01,284,0.3322884012539185,11.875
0.01,285,0.3328108672936259,11.625
0.01,286,0.33124346917450365,11.625
0.01,287,0.33124346917450365,11.8125
0.01,288,0.33072100313479624,11.8125
0.01,289,0.33072100313479624,11.4375
0.01,290,0.33072100313479624,11.9375
0.01,291,0.33019853709508884,11.6875
0.01,292,0.3296760710553814,10.875
0.01,293,0.3286311389759666,11.6875
0.01,294,0.3270637408568443,11.0625
0.01,295,0.32601880877742945,11.375
0.01,296,0.32497387669801464,11.6875
0.01,297,0.32497387669801464,12.625
0.01,298,0.32497387669801464,11.9375
0.01,299,0.32445141065830724,11.5
0.01,300,0.3234064785788924,11.5625
0.01,301,0.3223615464994775,11.6875
0.01,302,0.32027168234064785,11.75
0.01,303,0.31974921630094044,11.75
0.01,304,0.32027168234064785,11.5
0.01,305,0.32027168234064785,11.5625
0.01,306,0.31974921630094044,11.875
0.01,307,0.31974921630094044,12.1875
0.01,308,0.31922675026123304,11.125
0.01,309,0.31974921630094044,11.1875
0.01,310,0.32027168234064785,11.625
0.01,311,0.31974921630094044,11.3125
0.01,312,0.31974921630094044,11.125
0.01,313,0.31922675026123304,11.8125
0.01,314,0.3181818181818182,11.125
0.01,315,0.3176593521421108,11.25
0.01,316,0.3166144200626959,11.0
0.01,317,0.3160919540229885,11.25
0.01,318,0.3155694879832811,11.4375
0.01,319,0.31452455590386624,10.8125
0.01,320,0.31504702194357365,11.375
0.01,321,0.31452455590386624,11.1875
0.01,322,0.31400208986415884,11.25
0.01,323,0.31347962382445144,11.25
0.01,324,0.312957157784744,11.25
0.01,325,0.3124346917450366,11.125
0.01,326,0.312957157784744,11.8125
0.01,327,0.3124346917450366,11.25
0.01,328,0.31347962382445144,11.5
0.01,329,0.31347962382445144,11.25
0.01,330,0.312957157784744,11.125
0.01,331,0.31191222570532917,10.875
0.01,332,0.3124346917450366,11.6875
0.01,333,0.3124346917450366,10.9375
0.01,334,0.3113897596656217,11.1875
0.01,335,0.3103448275862069,11.375
0.01,336,0.3098223615464995,11.5625
0.01,337,0.30825496342737724,11.0
0.01,338,0.30877742946708464,11.1875
0.01,339,0.30825496342737724,11.3125
0.01,340,0.3077324973876698,10.625
0.01,341,0.3056426332288401,10.875
0.01,342,0.3051201671891327,10.875
0.01,343,0.3051201671891327,10.8125
0.01,344,0.30355276907001044,10.75
0.01,345,0.30407523510971785,11.0
0.01,346,0.30303030303030304,11.125
0.01,347,0.30303030303030304,11.0
0.01,348,0.3019853709508882,11.0
0.01,349,0.3019853709508882,11.0625
0.01,350,0.3014629049111808,10.75
0.01,351,0.3019853709508882,11.0625
0.01,352,0.3004179728317659,10.6875
0.01,353,0.2993730407523511,10.8125
0.01,354,0.29832810867293624,10.75
0.01,355,0.29728317659352144,10.625
0.01,356,0.296760710553814,10.375
0.01,357,0.29571577847439917,10.75
0.01,358,0.2936259143155695,10.875
0.01,359,0.29258098223615464,10.9375
0.01,360,0.29258098223615464,10.875
0.01,361,0.29205851619644724,10.4375
0.01,362,0.29205851619644724,10.9375
0.01,363,0.2910135841170324,10.5
0.01,364,0.28996865203761757,11.0625
0.01,365,0.2910135841170324,10.6875
0.01,366,0.28996865203761757,10.8125
0.01,367,0.2889237199582027,10.9375
0.01,368,0.28996865203761757,10.25
0.01,369,0.2910135841170324,11.0
0.01,370,0.2910135841170324,10.75
0.01,371,0.2910135841170324,10.875
0.01,372,0.290491118077325,10.5
0.01,373,0.28996865203761757,10.75
0.01,374,0.2889237199582027,10.3125
0.01,375,0.2894461859979101,10.5
0.01,376,0.2894461859979101,10.625
0.01,377,0.2884012539184953,10.4375
0.01,378,0.2878787878787879,10.75
0.01,379,0.28631138975966564,10.5
0.01,380,0.2857889237199582,10.6875
0.01,381,0.28474399164054337,11.1875
0.01,382,0.2831765935214211,10.75
0.01,383,0.2831765935214211,10.625
0.01,384,0.2836990595611285,10.3125
0.01,385,0.2836990595611285,10.5625
0.01,386,0.2836990595611285,11.0625
0.01,387,0.2836990595611285,10.9375
0.01,388,0.28422152560083597,10.625
0.01,389,0.28422152560083597,10.5625
0.01,390,0.28422152560083597,10.25
0.01,391,0.2831765935214211,10.5625
0.01,392,0.2831765935214211,10.4375
0.01,393,0.28422152560083597,10.6875
0.01,394,0.2831765935214211,10.375
0.01,395,0.28213166144200624,10.0625
0.01,396,0.28108672936259144,10.8125
0.01,397,0.28108672936259144,10.625
0.01,398,0.28108672936259144,10.1875
0.01,399,0.27951933124346917,10.625
0.01,400,0.2779519331243469,10.8125
0.01,401,0.2779519331243469,10.4375
0.01,402,0.2774294670846395,10.75
0.01,403,0.2774294670846395,11.125
0.01,404,0.2779519331243469,10.5625
0.01,405,0.2774294670846395,10.75
0.01,406,0.2769070010449321,10.6875
0.01,407,0.2769070010449321,10.6875
0.01,408,0.2774294670846395,10.75
0.01,409,0.2784743991640543,11.0
0.01,410,0.2779519331243469,10.5
0.01,411,0.27638453500522464,10.4375
0.01,412,0.27586206896551724,10.25
0.01,413,0.27533960292580983,10.375
0.01,414,0.27481713688610243,10.625
0.01,415,0.27377220480668757,10.5
0.01,416,0.27377220480668757,10.1875
0.01,417,0.27377220480668757,10.5625
0.01,418,0.2727272727272727,10.4375
0.01,419,0.2727272727272727,10.0625
0.01,420,0.2727272727272727,10.125
0.01,421,0.27377220480668757,10.625
0.01,422,0.27377220480668757,10.0625
0.01,423,0.2722048066875653,10.3125
0.01,424,0.2716823406478579,10.0
0.01,425,0.2711598746081505,10.8125
0.01,426,0.2711598746081505,10.4375
0.01,427,0.2711598746081505,10.0
0.01,428,0.2711598746081505,10.8125
0.01,429,0.27011494252873564,10.25
0.01,430,0.26959247648902823,10.25
0.01,431,0.27011494252873564,10.5625
0.01,432,0.26959247648902823,10.3125
0.01,433,0.2690700104493208,10.1875
0.01,434,0.26959247648902823,10.5625
0.01,435,0.26959247648902823,10.1875
0.01,436,0.26854754440961337,10.3125
0.01,437,0.26854754440961337,10.0625
0.01,438,0.26854754440961337,10.25
0.01,439,0.26854754440961337,10.1875
0.01,440,0.26802507836990597,10.125
0.01,441,0.26802507836990597,9.9375
0.01,442,0.26750261233019856,10.75
0.01,443,0.2669801462904911,10.375
0.01,444,0.2669801462904911,10.25
0.01,445,0.2664576802507837,10.6875
0.01,446,0.26436781609195403,10.1875
0.01,447,0.26280041797283177,10.1875
0.01,448,0.26280041797283177,9.9375
0.01,449,0.26280041797283177,10.375
0.01,450,0.26384535005224663,10.0
0.01,451,0.26436781609195403,10.125
0.01,452,0.26489028213166144,9.5625
0.01,453,0.26541274817136884,10.1875
0.01,454,0.26489028213166144,10.625
0.01,455,0.26541274817136884,10.5
0.01,456,0.26489028213166144,10.5
0.01,457,0.26436781609195403,10.0625
0.01,458,0.26436781609195403,10.25
0.01,459,0.26436781609195403,10.0
0.01,460,0.26436781609195403,10.5
0.01,461,0.26436781609195403,10.1875
0.01,462,0.26541274817136884,10.25
0.01,463,0.2664576802507837,10.0
0.01,464,0.2659352142110763,10.4375
0.01,465,0.2659352142110763,9.875
0.01,466,0.2659352142110763,10.5625
0.01,467,0.26541274817136884,9.6875
0.01,468,0.26436781609195403,10.25
0.01,469,0.26384535005224663,10.0
0.01,470,0.26227795193312436,10.0625
0.01,471,0.26384535005224663,10.1875
0.01,472,0.26227795193312436,10.125
0.01,473,0.2617554858934169,9.5625
0.01,474,0.26280041797283177,9.75
0.01,475,0.26384535005224663,10.3125
0.01,476,0.26280041797283177,10.0625
0.01,477,0.26227795193312436,9.9375
0.01,478,0.26227795193312436,10.0625
0.01,479,0.26227795193312436,10.3125
0.01,480,0.2617554858934169,9.875
0.01,481,0.26227795193312436,10.0625
0.01,482,0.2617554858934169,10.125
0.01,483,0.26227795193312436,10.0
0.01,484,0.2617554858934169,10.0625
0.01,485,0.2612330198537095,10.125
0.01,486,0.2601880877742947,10.0
0.01,487,0.2601880877742947,10.5
0.01,488,0.25914315569487983,9.875
0.01,489,0.25757575757575757,9.625
0.01,490,0.258098223615465,9.375
0.01,491,0.25757575757575757,10.0
0.01,492,0.25705329153605017,9.6875
0.01,493,0.25757575757575757,9.5
0.01,494,0.25757575757575757,9.6875
0.01,495,0.258098223615465,10.0
0.01,496,0.25862068965517243,10.0625
0.01,497,0.2607105538140021,9.875
0.01,498,0.2607105538140021,9.5625
0.01,499,0.2607105538140021,9.875
0.01,500,0.2612330198537095,10.0625
0.01,501,0.2617554858934169,10.0625
0.01,502,0.2612330198537095,9.9375
0.01,503,0.2612330198537095,9.875
0.01,504,0.2612330198537095,9.8125
0.01,505,0.2612330198537095,9.5
0.01,506,0.2601880877742947,9.6875
0.01,507,0.25914315569487983,9.9375
0.01,508,0.25862068965517243,9.6875
0.01,509,0.258098223615465,9.5625
0.01,510,0.25757575757575757,9.4375
0.01,511,0.25705329153605017,10.0625
0.01,512,0.25653082549634276,9.5
0.01,513,0.25705329153605017,9.9375
0.01,514,0.25653082549634276,9.5
0.01,515,0.25653082549634276,10.25
0.01,516,0.2560083594566353,9.5625
0.01,517,0.2554858934169279,9.6875
0.01,518,0.2554858934169279,9.75
0.01,519,0.2554858934169279,9.875
0.01,520,0.2554858934169279,10.25
0.01,521,0.2560083594566353,9.625
0.01,522,0.25705329153605017,9.25
0.01,523,0.25653082549634276,9.75
0.01,524,0.25705329153605017,9.25
0.01,525,0.25705329153605017,9.5625
0.01,526,0.25705329153605017,9.9375
0.01,527,0.25705329153605017,9.875
0.01,528,0.25653082549634276,9.75
0.01,529,0.2560083594566353,9.5
0.01,530,0.25653082549634276,9.6875
0.01,531,0.25705329153605017,9.5
0.01,532,0.2560083594566353,9.5625
0.01,533,0.25653082549634276,9.5
0.01,534,0.2554858934169279,9.5
0.01,535,0.2554858934169279,9.25
0.01,536,0.2554858934169279,9.75
0.01,537,0.2549634273772205,9.875
0.01,538,0.2549634273772205,9.8125
0.01,539,0.2549634273772205,9.8125
0.01,540,0.2549634273772205,9.3125
0.01,541,0.25444096133751304,9.9375
0.01,542,0.2554858934169279,9.75
0.01,543,0.25653082549634276,9.5
0.01,544,0.2554858934169279,9.625
0.01,545,0.2554858934169279,9.8125
0.01,546,0.2549634273772205,9.6875
0.01,547,0.2554858934169279,9.625
0.01,548,0.2554858934169279,9.5
0.01,549,0.2554858934169279,9.75
0.01,550,0.2549634273772205,9.6875
0.01,551,0.2549634273772205,9.25
0.01,552,0.2549634273772205,9.25
0.01,553,0.25444096133751304,9.875
0.01,554,0.25391849529780564,9.8125
0.01,555,0.25391849529780564,9.3125
0.01,556,0.25391849529780564,9.625
0.01,557,0.25339602925809823,9.125
0.01,558,0.25287356321839083,9.8125
0.01,559,0.25339602925809823,9.375
0.01,560,0.25287356321839083,9.8125
0.01,561,0.25287356321839083,9.625
0.01,562,0.25287356321839083,9.6875
0.01,563,0.25287356321839083,10.0
0.01,564,0.25235109717868337,9.5
0.01,565,0.25235109717868337,9.3125
0.01,566,0.25182863113897597,9.5625
0.01,567,0.25130616509926856,9.9375
0.01,568,0.2502612330198537,9.0625
0.01,569,0.25130616509926856,9.5
0.01,570,0.25130616509926856,9.375
0.01,571,0.25235109717868337,9.5625
0.01,572,0.25235109717868337,9.6875
0.01,573,0.25235109717868337,9.3125
0.01,574,0.25235109717868337,9.125
0.01,575,0.25235109717868337,9.625
0.01,576,0.25130616509926856,9.75
0.01,577,0.25235109717868337,9.3125
0.01,578,0.25287356321839083,9.75
0.01,579,0.25287356321839083,9.5625
0.01,580,0.25339602925809823,9.6875
0.01,581,0.25391849529780564,9.5625
0.01,582,0.25391849529780564,9.0625
0.01,583,0.25391849529780564,9.1875
0.01,584,0.25339602925809823,9.9375
0.01,585,0.25235109717868337,9.8125
0.01,586,0.25130616509926856,9.625
0.01,587,0.25235109717868337,9.1875
0.01,588,0.2507836990595611,9.4375
0.01,589,0.24921630094043887,9.5
0.01,590,0.2497387669801463,10.0
0.01,591,0.2497387669801463,9.25
0.01,592,0.2502612330198537,9.6875
0.01,593,0.2497387669801463,9.375
0.01,594,0.24921630094043887,9.375
0.01,595,0.24869383490073146,9.5625
0.01,596,0.24869383490073146,9.75
0.01,597,0.24869383490073146,9.125
0.01,598,0.2497387669801463,9.125
0.01,599,0.24921630094043887,9.25
0.01,600,0.24921630094043887,9.3125
0.01,601,0.24921630094043887,9.375
0.01,602,0.2497387669801463,9.3125
0.01,603,0.2502612330198537,9.5625
0.01,604,0.24921630094043887,9.375
0.01,605,0.2476489028213166,9.25
0.01,606,0.24660397074190177,9.0625
0.01,607,0.2471264367816092,9.375
0.01,608,0.24660397074190177,9.5
0.01,609,0.2471264367816092,9.4375
0.01,610,0.24660397074190177,9.6875
0.01,611,0.24660397074190177,10.0625
0.01,612,0.24869383490073146,9.1875
0.01,613,0.24817136886102403,9.5625
0.01,614,0.24869383490073146,9.25
0.01,615,0.24869383490073146,9.0
0.01,616,0.2497387669801463,9.0625
0.01,617,0.24921630094043887,9.4375
0.01,618,0.2502612330198537,9.125
0.01,619,0.24921630094043887,9.375
0.01,620,0.2471264367816092,9.4375
0.01,621,0.24817136886102403,9.875
0.01,622,0.2497387669801463,9.1875
0.01,623,0.24869383490073146,9.3125
0.01,624,0.24921630094043887,9.5625
0.01,625,0.24921630094043887,9.4375
0.01,626,0.24869383490073146,9.0625
0.01,627,0.24921630094043887,9.3125
0.01,628,0.24921630094043887,9.375
0.01,629,0.24921630094043887,9.3125
0.01,630,0.24921630094043887,9.375
0.01,631,0.2497387669801463,9.0625
0.01,632,0.2507836990595611,9.3125
0.01,633,0.2502612330198537,9.0
0.01,634,0.2502612330198537,9.25
0.01,635,0.2507836990595611,9.125
0.01,636,0.2497387669801463,9.3125
0.01,637,0.24869383490073146,9.125
0.01,638,0.24869383490073146,9.0625
0.01,639,0.24921630094043887,9.25
0.01,640,0.24921630094043887,8.8125
0.01,641,0.24817136886102403,10.125
0.01,642,0.24660397074190177,9.1875
0.01,643,0.24555903866248693,9.5625
0.01,644,0.24555903866248693,9.3125
0.01,645,0.2471264367816092,9.0625
0.01,646,0.24555903866248693,9.375
0.01,647,0.24503657262277953,9.3125
0.01,648,0.24503657262277953,9.375
0.01,649,0.24608150470219436,9.1875
0.01,650,0.24608150470219436,9.25
0.01,651,0.24555903866248693,9.1875
0.01,652,0.2471264367816092,9.375
0.01,653,0.24869383490073146,9.3125
0.01,654,0.2497387669801463,8.8125
0.01,655,0.2497387669801463,9.375
0.01,656,0.2497387669801463,9.3125
0.01,657,0.2497387669801463,9.4375
0.01,658,0.24921630094043887,8.875
0.01,659,0.24660397074190177,8.8125
0.01,660,0.24608150470219436,9.0
0.01,661,0.2471264367816092,8.8125
0.01,662,0.2476489028213166,9.3125
0.01,663,0.2471264367816092,9.1875
0.01,664,0.24660397074190177,9.3125
0.01,665,0.24555903866248693,9.6875
0.01,666,0.24608150470219436,9.5625
0.01,667,0.24555903866248693,9.5625
0.01,668,0.2445141065830721,9.1875
0.01,669,0.24555903866248693,9.0
0.01,670,0.24555903866248693,8.875
0.01,671,0.2445141065830721,9.25
0.01,672,0.24503657262277953,8.875
0.01,673,0.24555903866248693,8.875
0.01,674,0.24503657262277953,9.1875
0.01,675,0.24555903866248693,9.1875
0.01,676,0.2445141065830721,9.0625
0.01,677,0.24503657262277953,9.1875
0.01,678,0.24555903866248693,9.3125
0.01,679,0.24503657262277953,9.25
0.01,680,0.24555903866248693,9.4375
0.01,681,0.24555903866248693,9.0
0.01,682,0.24608150470219436,8.9375
0.01,683,0.24503657262277953,9.4375
0.01,684,0.24503657262277953,9.375
0.01,685,0.24346917450365727,8.4375
0.01,686,0.24242424242424243,9.0625
0.01,687,0.241901776384535,9.25
0.01,688,0.24242424242424243,9.125
0.01,689,0.241901776384535,9.125
0.01,690,0.24242424242424243,8.875
0.01,691,0.24294670846394983,9.0625
0.01,692,0.24294670846394983,9.0625
0.01,693,0.24346917450365727,8.9375
0.01,694,0.24346917450365727,9.1875
0.01,695,0.24503657262277953,9.0625
0.01,696,0.2445141065830721,9.0625
0.01,697,0.2445141065830721,8.8125
0.01,698,0.24608150470219436,8.875
0.01,699,0.2476489028213166,9.5
0.01,700,0.24608150470219436,9.0
0.01,701,0.24608150470219436,9.125
0.01,702,0.24555903866248693,9.0
0.01,703,0.24503657262277953,8.8125
0.01,704,0.24555903866248693,8.875
0.01,705,0.24555903866248693,8.9375
0.01,706,0.2445141065830721,9.25
0.01,707,0.24608150470219436,9.0
0.01,708,0.24660397074190177,9.125
0.01,709,0.2445141065830721,9.375
0.01,710,0.2445141065830721,8.75
0.01,711,0.2445141065830721,9.0
0.01,712,0.24399164054336467,8.6875
0.01,713,0.24399164054336467,9.375
0.01,714,0.24399164054336467,9.1875
0.01,715,0.24346917450365727,9.0
0.01,716,0.24346917450365727,8.6875
0.01,717,0.24242424242424243,9.125
0.01,718,0.24242424242424243,8.8125
0.01,719,0.24294670846394983,8.75
